Keypoints:
ultralytics.engine.results.Keypoints object with attributes:

conf: array([[     0.9892,     0.95816,     0.96965,     0.78452,     0.84189,     0.99643,     0.99776,     0.97907,     0.98912,     0.96229,     0.97737,     0.99861,     0.99892,     0.99458,     0.99607,     0.96214,     0.97007]], dtype=float32)
data: array([[[     571.02,       93.87,      0.9892],
        [     585.45,       80.21,     0.95816],
        [     555.85,      81.151,     0.96965],
        [     608.03,      88.763,     0.78452],
        [     535.36,       91.11,     0.84189],
        [     637.85,      178.28,     0.99643],
        [     511.84,      183.08,     0.99776],
        [     668.54,      291.51,     0.97907],
        [     488.34,      297.23,     0.98912],
        [     680.93,      387.26,     0.96229],
        [      489.3,      390.07,     0.97737],
        [     623.32,      378.57,     0.99861],
        [     542.99,      381.36,     0.99892],
        [     629.06,      520.23,     0.99458],
        [     541.31,      519.79,     0.99607],
        [      630.4,      645.07,     0.96214],
        [     549.76,      644.22,     0.97007]]], dtype=float32)
has_visible: True
orig_shape: (720, 1280)
shape: (1, 17, 3)
xy: array([[[     571.02,       93.87],
        [     585.45,       80.21],
        [     555.85,      81.151],
        [     608.03,      88.763],
        [     535.36,       91.11],
        [     637.85,      178.28],
        [     511.84,      183.08],
        [     668.54,      291.51],
        [     488.34,      297.23],
        [     680.93,      387.26],
        [      489.3,      390.07],
        [     623.32,      378.57],
        [     542.99,      381.36],
        [     629.06,      520.23],
        [     541.31,      519.79],
        [      630.4,      645.07],
        [     549.76,      644.22]]], dtype=float32)
xyn: array([[[    0.44611,     0.13037],
        [    0.45738,      0.1114],
        [    0.43426,     0.11271],
        [    0.47502,     0.12328],
        [    0.41825,     0.12654],
        [    0.49832,     0.24761],
        [    0.39987,     0.25428],
        [    0.52229,     0.40488],
        [    0.38151,     0.41282],
        [    0.53198,     0.53787],
        [    0.38227,     0.54176],
        [    0.48697,     0.52579],
        [    0.42421,     0.52967],
        [    0.49145,     0.72255],
        [    0.42289,     0.72193],
        [     0.4925,     0.89593],
        [     0.4295,     0.89476]]], dtype=float32)
